,post_id,text,annotatorid1,target1,label1,annotatorid2,target2,label2,annotatorid3,target3,label3,rationales,final_label,final_target_category
10901,11042138_gab,"['i', 'did', 'not', 'say', 'anything', 'about', 'the', 'violence', 'in', 'chicago', 'other', 'than', 'a', 'lot', 'of', 'people', 'are', 'responsible', 'for', 'it', 'lol']",231,['None'],normal,207,['None'],normal,212,['None'],normal,[],normal,
10915,1104770995611680769_twitter,"['<user>', 'add', 'ironic', 'as', 'the', 'fake', 'judge', 'is', 'a', 'first', 'generation', 'lebanese', 'american', 'her', 'parents', 'were', 'lebanese', 'immigrants']",199,"['Women', 'Refugee']",normal,209,['Refugee'],normal,211,['None'],normal,[],normal,['Refugee']
10919,1104959890693517312_twitter,"['<user>', 'oh', 'boy', 'you', 'are', 'a', 'retard', 'but', 'can', 'be', 'chill', 'you', 'remind', 'me', 'of', 'the', 'kid', 'we', 'used', 'to', 'fuck', 'in', 'the', 'locker', 'room', 'before', 'gym']",203,['None'],offensive,223,['Other'],hatespeech,209,['None'],hatespeech,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]]",hatespeech,
10930,1105548506306170882_twitter,"['<user>', 'i', 'can', 'not', 'decide', 'if', 'you', 'are', 'retarded', 'or', 'a', 'troll']",209,['Other'],offensive,235,['None'],offensive,203,['None'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]]",offensive,
10931,1105564033632165888_twitter,"['<user>', 'reported', 'for', 'targeted', 'harassment']",222,['None'],normal,209,['None'],offensive,235,['None'],normal,[],normal,
10937,11058354_gab,"['we', 'sound', 'stupid', 'when', 'we', 'talk', 'ghetto', 'remember', 'white', 'women', 'calling', 'jewelry', 'bling', 'it', 'was', 'embarrassing', 'to', 'hear', 'my', 'favorite', 'is', 'white', 'guys', 'wearing', 'their', 'pants', 'below', 'their', 'asses', 'whoever', 'told', 'them', 'this', 'was', 'cool']",202,"['Caucasian', 'Men', 'Women']",offensive,205,"['African', 'Caucasian', 'Women']",offensive,223,['None'],offensive,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,"['Caucasian', 'Women']"
10943,1105927818184056832_twitter,"['anyways', 'shit', 'man', 'the', 'rainbow', 'flag', 'represents', 'lesbians', 'better', 'than', 'that', 'pink', 'knock', 'off', 'garbage', 'fire', 'one']",205,['Homosexual'],normal,223,['Homosexual'],offensive,208,['Homosexual'],offensive,"[[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Homosexual']
10949,1106029081299058688_twitter,"['<user>', '<user>', 'could', 'it', 'be', 'possible', 'to', 'sound', 'more', 'like', 'a', 'faggot']",203,['Homosexual'],offensive,199,['Homosexual'],offensive,235,['Homosexual'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]",offensive,['Homosexual']
10959,1106389762066124801_twitter,"['<user>', 'the', 'shooters', 'must', 'be', 'muslim']",203,['Islam'],offensive,235,['Islam'],hatespeech,233,['Islam'],offensive,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1]]",offensive,['Islam']
10987,1107036788005179392_twitter,"['<user>', '<user>', 'are', 'you', 'retarded']",205,['None'],offensive,209,['None'],offensive,213,['Other'],hatespeech,"[[0, 0, 0, 0, 1], [0, 0, 0, 0, 1]]",offensive,
10989,1107038725773627393_twitter,"['noir', 'is', 'so', 'good', 'you', 'gays']",212,['Homosexual'],offensive,207,['Homosexual'],normal,202,"['Homosexual', 'Other']",offensive,"[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1]]",offensive,['Homosexual']
11000,1107384378328563713_twitter,"['<user>', 'you', '’', 're', 'retarded', 'if', 'you', 'believe', 'this']",221,['None'],normal,207,['None'],offensive,204,['Other'],offensive,"[[0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0]]",offensive,
11021,11084491_gab,"['definition', 'of', 'white', 'privilege']",200,['None'],normal,223,['Caucasian'],normal,202,['Other'],normal,[],normal,
11023,1108816043865042945_twitter,"['people', 'calling', 'undocumented', 'immigrants', 'labor', 'unskilled', 'are', 'dumb', 'af', 'ya', 'ever', 'built', 'a', 'house', 'shit', 'ain', '’', 't', 'easy']",202,"['Refugee', 'Other']",normal,213,['None'],normal,231,['None'],normal,[],normal,
11026,1109087701960146945_twitter,"['<user>', '😂', '😂', 'tell', 'me', 'about', 'it', 'they', 'have', 'been', 'co', 'opted', 'by', 'immigrants', 'that', 'why', '🤷', '🏽', '\u200d', '♀', '️']",223,['Other'],normal,235,['None'],offensive,209,['Refugee'],normal,[],normal,
11032,1109465612970065921_twitter,"['<user>', '<user>', 'i', '’', 'm', 'not', 'on', 'about', 'your', 'beef', 'i', 'was', 'talking', 'about', 'calyko', 'being', 'retarded', 'but', 'yours', 'also', 'needs', 'to', 'stop']",221,['None'],normal,202,['Other'],offensive,204,['Other'],normal,[],normal,
11038,1109817267590709249_twitter,"['chike', 'ofili', 'it', 'propaganda', 'to', 'say', 'ifeanyi', 'okowa', 'mentioned', 'the', 'name', 'of', 'ipob', 'god', 'chukwuokikeabiama', 'it', 'a', 'lie', 'from', 'pit', 'of', 'hell']",215,['None'],normal,233,['None'],normal,213,['None'],normal,[],normal,
11044,1110069233860268032_twitter,"['if', 'your', 'humor', 'is', 'based', 'on', 'racism', 'homophobia', 'sexism', 'and', 'rape', 'you', '’', 're', 'not', 'fucking', 'funny', 'go', 'home']",203,['Other'],normal,235,['None'],normal,216,['None'],offensive,[],normal,
11046,1110149041239789568_twitter,"['<user>', '<user>', 'you', 'decide', 'to', 'follow', 'his', 'twitter', 'and', 'rant', 'about', 'his', 'posts', 'retard']",199,['None'],normal,245,['None'],offensive,235,['None'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]",offensive,
11080,1111868668147724289_twitter,"['i', 'just', 'found', 'out', 'my', 'term', 'is', 'called', 'queer', 'curious', 'so', 'basically', 'no', 'one', 'likes', 'my', 'type', 'but', 'the', 'girls', 'low', 'key', 'live', '✨']",216,['Homosexual'],normal,209,['Women'],normal,203,['Homosexual'],normal,[],normal,['Homosexual']
11086,1112193907033550848_twitter,"['<user>', 'you', 'me', 'being', 'retarded', 'elderly', 'pepo']",207,['None'],normal,221,['Other'],normal,212,['None'],offensive,[],normal,
11092,1112504910485118979_twitter,"['<user>', 'you', '’', 'll', 'be', 'my', 'next', 'homorable', 'mention', '🤧']",221,['None'],normal,207,['None'],normal,212,['None'],normal,[],normal,
11097,1112706085926912000_twitter,"['rt', 'if', 'your', 'account', 'is', 'a', 'safe', 'place', 'for', 'lgbtq', 'members', 'poc', 'muslims', 'women', 'people', 'from', 'every', 'nation']",209,['Islam'],normal,203,"['Homosexual', 'African', 'Islam', 'Women', 'Refugee']",normal,223,['None'],normal,[],normal,['Islam']
11113,1113385345582759936_twitter,"['good', 'morning', 'everyone', 'except', 'illegal', 'aliens', 'and', 'avocados', '😂']",209,['Refugee'],offensive,229,['Refugee'],offensive,235,['Refugee'],hatespeech,"[[0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0]]",offensive,['Refugee']
11123,11135587_gab,"['what', 'an', 'absolutely', 'beautiful', 'video', 'this', 'is', 'germany', 'under', 'hitler', 'was', 'as', 'close', 'to', 'paradise', 'as', 'the', 'beleagurd', 'goyim', 'shall', 'ever', 'see', 'the', 'jews', 'won', 'ww1', 'and', 'ww2', 'the', 'jews', 'are', 'now', 'orchestrating', 'ww3', 'godspeed', 'my', 'friends', 'i', 'love', 'u']",204,['Jewish'],hatespeech,222,['Jewish'],hatespeech,209,['Jewish'],normal,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]]",hatespeech,['Jewish']
11136,1114145629935108096_twitter,"['<user>', 'he', '’', 'just', 'gay', 'in', 'general', 'no', 'stipulations', 'are', 'needed']",202,['Homosexual'],offensive,200,['None'],normal,215,['Homosexual'],offensive,"[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]]",offensive,['Homosexual']
11146,11145758_gab,"['all', 'they', 'have', 'to', 'do', 'is', 'recognize', 'that', 'mass', 'immigration', 'is', 'not', 'politically', 'possible', 'that', 'the', 'battle', 'over', 'it', 'will', 'only', 'intensify', 'and', 'eventually', 'spill', 'over', 'into', 'political', 'violence', 'as', 'the', 'demographic', 'balance', 'shifts', 'at', 'that', 'point', 'even', 'liberals', 'will', 'start', 'looking', 'for', 'the', 'exits']",204,['Refugee'],normal,212,['Refugee'],normal,207,['Refugee'],normal,[],normal,['Refugee']
11162,1115292264597741570_twitter,"['<user>', 'just', 'shut', 'up', 'jihadi', 'and', 'whole', 'country', 'will', 'burn', 'you', 'if', 'you', 'oppose']",222,['Islam'],offensive,206,['Islam'],hatespeech,203,['Islam'],hatespeech,"[[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Islam']
11168,11154758_gab,"['excuse', 'me', 'oh', 'no', 'i', 'wasn', 't', 'born', 'into', 'incest', 'that', 'was', 'birthed', 'out', 'of', 'the', 'anus', 'of', 'a', 'wunder', 'you', 'will', 'have', 'to', 'take', 'that', 'up', 'with', 'that', 'fat', 'ginger', 'state', 'goobering', 'retard', 'lol']",199,['None'],offensive,228,['None'],offensive,210,['Other'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]]",offensive,
11173,1115697903681527808_twitter,"['if', 'you', '’', 're', 'an', 'army', 'that', 'is', 'republican', 'you', 'are', 'not', 'welcome', 'here', 'we', 'hate', 'you']",205,['Other'],hatespeech,213,['Other'],hatespeech,209,['Other'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]",hatespeech,
11176,1115764597720408064_twitter,"['do', 'the', 'democrats', 'feel', 'white', 'privilege', 'or', 'white', 'racists', 'are', 'the', 'problem', 'these', 'retards', 'are', 'retarted']",202,"['Caucasian', 'Other']",offensive,238,['Other'],offensive,200,['Other'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]]",offensive,
11181,1115973667014496256_twitter,"['<user>', 'there', 'was', 'no', 'moslem', 'ban']",216,['Islam'],normal,217,"['Men', 'Women']",normal,223,['Islam'],offensive,[],normal,['Islam']
11193,1116522029207810048_twitter,"['tell', 'your', 'kids', 'about', 'today', 'how', 'king', 'ermias', 'united', 'the', 'ghettos', 'of', 'america', 'even', 'if', 'it', '’', 'just', 'for', 'a', 'day', '🏁']",236,['African'],offensive,212,['African'],offensive,211,['None'],normal,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['African']
11195,1116531316508495872_twitter,"['<user>', 'safe', 'and', 'affordable', 'killing', 'of', 'helpless', 'babies', 'just', 'what', 'a', 'muslim', 'wants', 'one', 'less', 'infidel', 'to', 'kill', 'or', 'convert']",213,"['Arab', 'Islam']",hatespeech,202,['Islam'],hatespeech,233,['Islam'],offensive,"[[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Islam']
11221,1117170620700217349_twitter,"['<user>', 'so', 'the', 'nazis', 'at', '<user>', 'hate', 'free', 'speech']",206,['Caucasian'],normal,199,['None'],normal,203,['Other'],normal,[],normal,
11230,1117449517442523136_twitter,"['breaking', 'trump', 'plan', 'to', 'send', 'illegal', 'immigrants', 'to', 'sanctuary', 'cities', 'is', 'undergoing', 'review', 'sarah', 'sanders', 'says']",203,['Refugee'],offensive,235,['Refugee'],offensive,233,['Refugee'],normal,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]]",offensive,['Refugee']
11251,1118168965736431621_twitter,"['just', 'cause', 'we', 'no', 'longer', 'fuck', 'w', 'each', 'other', 'don', '’', 't', 'mean', 'i', 'hate', 'you', 'but', 'don', '’', 't', 'try', 'to', 'be', 'dry', 'ass', 'petty', 'with', 'me']",231,['None'],offensive,202,['Other'],normal,233,['Other'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]]",offensive,
11254,1118271659058847744_twitter,"['<user>', '<user>', 'like', 'nigga', 'care']",209,['African'],offensive,211,['None'],normal,246,['African'],normal,[],normal,['African']
11256,1118303711950974976_twitter,"['anti', 'nazi', 'merch', 'and', 'shit', 'rules', 'but', 'no', 'matter', 'the', 'context', 'i', '’', 'm', 'not', 'buying', 'anything', 'that', 'has', 'a', 'swastika', 'on', 'it']",203,['None'],normal,199,['None'],normal,209,['Other'],offensive,[],normal,
11272,1118978139256950784_twitter,"['<user>', 'u', 'negroes', 'never', 'take', 'your', 'destiny', 'into', 'your', 'own', 'hands', 'and', 'just', 'keep', 'waiting', 'for', 'others', 'to', 'change', 'your', 'lot', 'in', 'life']",209,['African'],offensive,235,['African'],hatespeech,222,['African'],offensive,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['African']
11294,11206682_gab,"['i', 'basically', 'refuse', 'to', 'believe', 'this', 'is', 'real', 'i', 'refuse', 'to', 'believe', 'that', 'the', 'bbc', 'has', 'a', 'fucking', 'ebonics', 'version', 'translator', 'page', 'too', 'retarded', 'to', 'be', 'believed', 'i', 'am', 'not', 'saying', 'i', 'will', 'not', 'someday', 'but', 'for', 'now', 'no', 'this', 'is', 'not', 'real', 'to', 'me', 'for', 'now']",228,['None'],offensive,223,['African'],offensive,233,['Other'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,
11295,1120734025885392897_twitter,"['this', 'is', 'so', 'fucking', 'retarded']",223,['None'],offensive,206,['None'],offensive,217,"['Men', 'Women', 'Other']",offensive,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1]]",offensive,
11297,1120883481549189120_twitter,"['<user>', '<user>', 'u', 'spell', 'it', 'like', 'a', 'retard']",212,['None'],offensive,207,['None'],offensive,221,['None'],normal,"[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1]]",offensive,
11334,1122511047628189697_twitter,"['<user>', 'by', 'that', 'logic', 'it', 'would', 'be', 'fine', 'for', 'jews', 'to', 'terrorize', 'since', 'your', 'people', 'call', 'them', 'evil', 'and', 'blame', 'them', 'for', 'all', 'of', 'your', 'problems']",199,['Jewish'],offensive,245,['Jewish'],normal,235,['None'],normal,[],normal,['Jewish']
11340,1122614344959660032_twitter,"['<user>', 'its', 'human', 'violence', 'stupid', 'address', 'the', 'human']",221,['None'],normal,204,['None'],normal,207,['None'],offensive,[],normal,
11355,1123690490136756225_twitter,"['<user>', 'helping', 'immigrants', 'from', 'all', 'over', 'the', 'world', 'drain', 'the', 'prosperity', 'from', 'developed', 'nations', 'via', 'un', 'immigration', 'pact']",209,['Refugee'],normal,203,['Refugee'],normal,222,['Refugee'],offensive,[],normal,['Refugee']
11372,1124544521717649409_twitter,"['<user>', 'slurs', 'would', 'be', 'wetback', 'or', 'beaner', 'not', 'illegal', 'alien', '🙄']",223,['None'],offensive,209,['Refugee'],offensive,235,['Hispanic'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]]",offensive,
11393,11251506_gab,"['my', 'sister', 'is', 'having', 'an', 'all', 'lesbian', 'moneynigger', 'taternigger', 'fight', 'watching', 'party', 'is', 'boxing', 'a', 'thing', 'among', 'girlfags', 'or', 'something']",233,"['Homosexual', 'African']",offensive,207,"['Homosexual', 'African']",offensive,250,"['Homosexual', 'Caucasian', 'Christian', 'Jewish', 'Women', 'None']",hatespeech,"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]",offensive,"['African', 'Homosexual']"
11400,1125391867611271168_twitter,"['to', 'all', 'my', 'muslim', 'moots', 'mute', 'me', 'just', 'in', 'case']",202,['Islam'],offensive,238,['Islam'],normal,200,['Islam'],offensive,"[[0, 0, 0, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0]]",offensive,['Islam']
11413,11258511_gab,"['yfw', 'deadpool', 'is', 'trolling', 'niggers', 'to', 'death', 'irl']",228,['African'],hatespeech,200,['African'],hatespeech,223,['African'],hatespeech,"[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]",hatespeech,['African']
11425,1126231936345702401_twitter,"['lemme', 'go', 'watch', 'dany', 'be', 'a', 'stupid', 'bitch', 'yet', 'again', 'on', 'got']",212,['Women'],offensive,207,['None'],offensive,204,['Women'],offensive,"[[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]",offensive,['Women']
11440,1126982150555885568_twitter,"['<user>', 'i', 'mean', 'if', 'sexual', 'harassment', 'is', 'just', 'mean', 'girl', 'drama']",209,['Women'],offensive,212,['Women'],normal,223,['Women'],offensive,"[[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]]",offensive,['Women']
11445,11274701_gab,"['as', 'the', 'zionist', 'controlled', 'tech', 'industry', 'marginalises', 'the', 'voice', 'of', 'white', 'interests', 'i', 'have', 'applied', 'for', 'refugee', 'status', 'at', 'gab', 'first', 'they', 'came', 'for', 'dailystormer', 'then', 'they', 'came', 'for', 'stormfront', 'next', 'they', 'came', 'for', 'cuckservatives', 'moral', 'is', 'stop', 'punching', 'right', 'as', 'you', 'will', 'be', 'next']",211,['None'],normal,207,['Other'],normal,212,['None'],offensive,[],normal,
11485,1139067471288160257_twitter,"['<user>', 'i', 'fucking', 'hate', 'that', 'man', 'legit']",199,"['Men', 'None']",normal,209,['Men'],hatespeech,211,['None'],normal,[],normal,
11518,1142902089229787142_twitter,"['please', 'don', '’', 't', 'kill', 'yourself', 'babygirl', 'you', 'have', 'those', 'voluptuous', 'thighs']",203,['Women'],normal,199,['Women'],offensive,209,['Women'],offensive,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]]",offensive,['Women']
11522,1142982217892814854_twitter,"['<user>', '<user>', 'women', 'can', 'not', 'be', 'wise', 'estrogen', 'makes', 'them', 'retarded']",203,['Women'],hatespeech,199,['Women'],hatespeech,209,['Women'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]",hatespeech,['Women']
11534,1143623359512625153_twitter,"['the', 'promise', 'of', 'a', 'real', 'place', 'to', 'go', 'after', 'high', 'school', 'for', 'fat', 'and', 'queer', 'kids', 'could', 'literally', 'keep', 'them', 'alive']",209,['None'],normal,203,"['Homosexual', 'Other']",normal,235,['Homosexual'],offensive,[],normal,['Homosexual']
11538,1143847627286556679_twitter,"['<user>', '“', 'lets', 'go', 'gays', '”']",204,['Homosexual'],normal,215,['None'],normal,221,['Homosexual'],normal,[],normal,['Homosexual']
11540,1144011578448240640_twitter,"['<user>', '<user>', 'both', 'are', 'equally', 'as', 'retarded', 'and', 'awful']",209,['Other'],hatespeech,235,['None'],offensive,222,['Other'],offensive,"[[0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 1, 1, 0]]",offensive,
11551,11443584_gab,"['throwing', 'kitchenware', 'is', 'a', 'bitch', 'move', 'it', 'what', 'physically', 'weak', 'women', 'do', 'to', 'indicate', 'their', 'displeasure', 'without', 'actually', 'attacking', 'their', 'man']",207,['Women'],offensive,229,['Women'],offensive,221,['Women'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Women']
11552,1144372754134818816_twitter,"['<user>', 'pass', 'the', 'funding', 'you', '’', 're', 'hurting', 'the', 'poor', 'illegal', 'aliens']",199,['Refugee'],normal,235,['Refugee'],offensive,203,['Refugee'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]]",offensive,['Refugee']
11556,1144477259425730560_twitter,"['<user>', 'there', 'were', 'also', 'no', 'mentions', 'of', 'the', 'threats', 'immigrants', 'present', 'to', 'citizens', 'screw', 'israel']",233,"['Refugee', 'Other']",offensive,235,['Refugee'],hatespeech,203,"['Refugee', 'Other']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]",offensive,['Refugee']
11557,1144486239434788864_twitter,"['<user>', '<user>', 'i', 'can', '’', 't', 'stand', 'this', 'look', 'they', 'all', 'look', 'like', 'identical', 'blow', 'up', 'dolls']",216,['Women'],offensive,209,['Women'],offensive,203,['None'],normal,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]]",offensive,['Women']
11560,1144571404752265217_twitter,"['<user>', 'not', 'white', 'again']",214,['Caucasian'],normal,211,['None'],normal,209,['Hispanic'],offensive,[],normal,
11567,1144813572725383168_twitter,"['i', 'like', 'when', 'they', 'pretty', 'and', 'ghetto', 'type', 'of', 'bitch', 'that', 'don', '’', 't', 'even', 'say', 'hello', '🥵']",207,"['African', 'Women']",offensive,221,['Women'],normal,212,"['African', 'Women']",normal,[],normal,"['Women', 'African']"
11573,1145037651977916417_twitter,"['me', 'laughing', 'at', 'dead', 'children', 'and', 'refugees', 'is', 'disgusting', 'and', 'scum', 'pakis', 'but', 'what', 'about', 'those', 'guys', 'who', 'beat', 'up', 'that', 'scammer', 'outside', 'o', 'k']",202,"['Asian', 'Other']",offensive,233,"['Asian', 'Refugee']",offensive,213,['None'],normal,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Asian']
11578,1145109160691941377_twitter,"['<user>', 'bitch', 'was', 'tiny', 'but', 'powerful']",203,['Other'],normal,199,['None'],normal,235,['None'],offensive,[],normal,
11600,1146008465581547521_twitter,"['<user>', '<user>', 'hahaha', 'dumb', 'bitch', 'blocked', 'me']",235,['None'],offensive,206,['None'],offensive,203,['None'],offensive,"[[0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0, 0]]",offensive,
11610,1146230142944989184_twitter,"['<user>', 'this', 'reminds', 'me', 'of', 'this', 'one', 'pic', 'from', 'the', '1', '8', '0', '0', 'depicting', 'a', 'chronic', 'masturbator', 'as', 'retarded', 'lmao']",221,['None'],normal,207,['None'],normal,204,['Other'],normal,[],normal,
